,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S49,4.53806248500165,4.60718374149334,4.16670065950836,1.33930453357988,4.51669578248068,2.49375504595013,4.2045597679227,2.69892702676323,4.06306113872725,6.61500369554471,5.14121267249375,7.43038582369685,3.89015066307093,4.43837861122622,4.94147860508739,3.28836708825291,7.73224972697637,0.895699481807667,2.56325904458804,1.55917789775508
S50,7.25361744885596,4.51093764978602,2.44927956008051,0,9.94213561805934,3.72764042627002,7.0575792239223,6.91888775537037,4.36274770358234,2.70736925137808,2.95625425846793,6.95004707525466,3.22672883023855,2.68053301826264,1.89261232929464,3.63318703592544,4.66235855124608,0.686004951076568,3.13614697563928,5.17829034262316
S51,4.96868287199823,3.8204378173385,1.57358127031258,3.2996231182299,3.16231800555287,3.14624431944669,4.25931758867385,2.48039375077696,3.74156863150225,3.28762606769327,6.70002368052611,4.16848553018278,2.92687426851658,5.40221087387176,5.0271458026544,2.96766274701968,9.13768274069934,0.148884808141939,3.80272939156912,4.46966347757855
S52,5.45142426424058,6.23525840991015,4.08289949353372,1.89968983599338,4.5175127090333,5.01921983531238,5.11730682808917,1.67324418368356,3.36031866741024,5.40214840935248,3.82333815288584,6.04492473625677,2.89242552246312,6.99832964465556,5.34252604726815,2.94828788248857,7.86993875775946,0.15198259402992,2.23917853128242,0.990016608827981
S53,3.92782150599211,4.78377377768606,4.08872248538401,0.971139537614573,4.55244434923864,2.81179441812076,4.34550796038923,2.79517284029815,3.84072654832826,6.63167038229528,5.08325885120738,7.77925876933776,3.78835172783062,4.86540006600094,5.12990136760472,3.32340221865182,7.25966987439248,0.863090593893395,2.53669271199684,1.40980177766255
S54,8.34938200420287,3.33520756788605,2.81679955862709,0.478425441265937,8.51276128017963,3.81643833273471,6.90527002114901,6.88725674445495,3.66069631789037,2.6323109982853,2.63184440179405,6.94269207982596,4.74717350665997,2.88874731313495,1.55674599175786,4.52109803807997,3.38207714653952,0.418562943404567,3.768445090037,6.53513641569412
S55,2.07118215030117,3.28599938361133,1.00019135470001,3.9385953303567,5.00667744755279,4.05776624532365,7.99029222768445,0.805817367794321,2.58826668944005,4.16607403790203,1.32981753960558,4.70373448876881,4.02459364076286,5.90160356668062,7.45134312837741,2.28011316874222,7.82501222183739,0.243975469090814,4.21408751647379,0.78353684422425
S56,7.17956949556758,5.97429199423308,3.49679616524592,0.766310439606518,6.86696888830893,3.8321113494463,4.52225515824808,7.34544935783549,4.28433140201974,3.95190589031639,3.33953617587448,7.58806537780364,3.56812954161069,2.48796305300132,2.56833506147764,2.95497790588919,7.13336040842739,1.35081259753116,5.4660774754418,3.2970987912752
S57,4.55738549810837,1.34068590605751,0.955679817738039,0.551119965186476,1.69222594127918,1.82241121147332,5.09917202298959,4.24592459829206,1.39560352432813,1.21292961087451,0.520515048209195,0.594965423592719,5.61791923561516,1.06553313310488,2.75357551930909,1.37134870267225,6.40349761747435,0.563169389989618,1.65637376249917,4.20894799058374
S58,6.40086264166984,4.8569108734443,4.75501222970492,0.579787004089598,8.44530470892066,2.37517283670545,5.85431603988206,7.76789460162339,3.20600115227101,4.75523987994721,5.2066371762104,7.26516032300508,4.6536001601268,3.41808811115276,2.65962380702778,3.75699795472152,7.48718598551871,0.522072691303213,4.57817671769277,2.67465402967086
S59,6.82036782261567,3.94164739238782,2.19316802816247,2.1874510558392,2.38153778354736,4.31813694807671,3.68444466396095,1.57562684000409,4.37220013416451,1.71404028264101,5.59869969122425,4.10298127675046,1.57515598942546,4.67116691974026,4.14649678719534,3.68591128738359,7.55957889849557,0.418375365775724,3.71363202483038,3.29231975883125
S60,7.26052467655832,3.67827570935153,2.97958905118192,0.556367163795394,5.93637725653445,3.84167500441489,5.4018067492257,6.65593378852418,2.66987105785697,1.79960938608893,2.74653562428448,4.74333142263916,4.88113187176082,1.42856015823348,1.68074189563801,2.99342661089936,5.81609039097132,0.12498056811808,3.00914319817806,6.81722778940192
