5.001148285330158316e+00,3.692854343693426244e+00,7.440187836761947615e+00,6.928279969089690127e+00,4.650978525910080208e+00,6.605650297645975222e+00,7.053622743966409203e+00,6.694539268090428763e+00,7.849406193217654426e+00,4.097735288000576404e+00,4.151761597530236436e+00,8.044833885782987082e+00,4.233403551545525723e+00,6.349617218062836521e+00,6.016742821852687939e+00,6.669890905476425935e+00,5.655782898392140545e+00,8.069334666396381195e+00,3.961618626887196903e+00,5.235563247884165605e+00
4.956674722073174166e+00,7.786903022666832541e+00,5.166300136219453165e+00,7.285962268154078103e+00,8.941595094576506142e+00,6.026418152750964374e+00,6.519609782289287558e+00,6.378957121783356499e+00,5.016912698608726018e+00,6.899429367263308244e+00,6.637350538748317597e+00,9.072600535948074807e+00,6.856682651297184350e+00,7.219253349370905681e+00,6.217617369617476797e+00,6.634145351178339922e+00,3.748531472742065773e+00,5.560217646553218707e+00,7.987606589229124587e+00,6.140374269481521097e+00
2.475167126155947805e+00,3.339691624159391026e+00,1.448367331479379905e+00,2.478817632537047899e+00,1.842819566112241514e+00,1.457309524198513451e+00,2.296069973199317715e+00,1.193664623580675155e+00,1.324486111088207130e+00,3.193438626568563254e+00,4.132419228146887669e+00,3.033070322139986175e+00,4.141882447645552467e+00,2.960470081323626879e+00,2.800131319508766037e+00,2.655647496151133158e+00,2.073432155768851093e+00,1.120272150329504335e+00,1.957132273329351246e+00,3.182473807858484882e+00
2.881976977633348369e+00,1.724623073250214800e+00,2.944281089978527888e+00,1.326377160171234859e+00,2.176242195961441972e+00,2.474763830728774927e+00,3.129544859733425444e+00,2.420222041466617569e+00,3.032837973742240845e+00,1.650216418900298576e+00,1.606560748829183094e+00,2.869628094575604749e+00,1.434497872278234221e+00,1.270256664224389764e+00,1.414648838717813328e+00,2.985128440833686447e+00,3.058995316598499770e+00,2.717171510183307603e+00,2.303732552729647498e+00,1.591754630809620652e+00
2.430585552871200594e+00,2.638384025409553413e+00,3.944221184138098746e+00,2.947278575926170596e+00,1.922638276950798586e+00,2.423812849095516864e+00,2.683861048449887932e+00,2.180952255685190799e+00,3.633397617876851449e+00,2.829248823893032672e+00,4.677530955425795334e+00,2.312705743987051754e+00,4.094216338126458687e+00,3.159138345822197991e+00,2.487580712466735289e+00,1.976724388263811027e+00,3.071575962911151869e+00,3.416995049105679527e+00,2.488382970872407451e+00,2.676337914645412930e+00
3.063576693254246308e+00,4.756512097534022487e+00,2.458030812364073725e+00,3.869421213554008254e+00,3.021807794006247327e+00,2.836013168888974256e+00,2.985882410465062975e+00,2.716742275933019535e+00,2.217016428480982349e+00,4.978323475885221505e+00,5.504093620174661972e+00,3.878411398074476324e+00,5.188889385932351495e+00,4.049461903967516818e+00,4.138807392433442089e+00,3.066315173371406466e+00,2.058739292384576203e+00,2.394403960993113145e+00,4.255594449098317966e+00,4.111205887694173278e+00
5.216671412523555595e+00,2.852172423444807592e+00,6.832367548132618040e+00,2.251939295946982611e+00,8.656346830330168274e-01,3.113852252525567188e+00,3.942389559076842964e+00,4.533918440944235684e+00,6.622270014667481774e+00,3.054608760610268092e+00,2.581851730664056266e+00,3.035992912898125340e+00,2.812058302595007220e+00,2.333229433786954132e+00,2.157295376784591934e+00,3.055553980435248729e+00,5.037553268556747454e+00,6.799931407216997847e+00,3.033146913923890686e+00,1.951972388928225888e+00
3.276785551203328595e+00,3.983645688619132930e+00,2.813560221458783595e+00,2.756024585287779605e+00,2.941212881325327544e+00,4.343480228746234850e+00,4.611786291470738597e+00,4.392873617844179179e+00,2.596548887539465778e+00,3.760185353431499511e+00,3.655010643767524936e+00,5.095937127828895186e+00,3.362629882766412948e+00,2.770120534720192484e+00,2.698706959968625085e+00,4.043821956468555356e+00,2.851240175475972194e+00,2.411016889547927811e+00,3.403472017260907645e+00,3.510959316478339698e+00
2.989374613322752783e+00,2.416123556353980018e+00,3.773492402292681014e+00,2.472380636291885203e+00,2.449380390776275895e+00,1.540933438178559767e+00,2.103689606527220146e+00,1.812379928070637192e+00,3.745445964578184572e+00,2.777404797251532997e+00,3.350655637040767854e+00,1.407381495718095454e+00,2.907418812318688150e+00,2.426662191155615211e+00,2.182844431125951168e+00,9.413018309331424582e-01,2.341474283296569592e+00,3.949053351593769801e+00,2.822426442384985634e+00,3.117015257983228871e+00
2.529810883491612650e+00,4.418880451124629793e+00,2.217957208356362564e+00,4.966423101021596231e+00,4.342093946559855588e+00,1.124815040982419134e+00,1.558797235232752154e+00,1.238693010637888170e+00,2.160902248383835822e+00,4.480858389797051977e+00,4.489175748049742509e+00,3.046138261971720773e+00,5.252460595096163587e+00,4.941736313807563619e+00,4.577948673085823650e+00,2.398747723074107441e+00,2.228966452400050979e+00,1.893890706932890078e+00,4.312649816912304424e+00,4.323386120462214599e+00
3.068740182698486141e+00,2.226090815695847880e+00,3.684713037381059486e+00,1.223802828796192843e+00,3.433262535680581262e+00,2.105571043367225670e+00,2.725154058665611778e+00,2.301216475898245850e+00,3.627595712191129973e+00,2.146612127942307158e+00,3.685476296099606808e-01,3.077509949339291673e+00,6.358832804206551170e-01,1.583382515162457427e+00,1.556257946566536265e+00,2.903873498835161993e+00,4.366355539768253635e+00,4.008589947081182103e+00,3.151501416187933557e+00,2.107507308900129050e+00
7.079424643671893058e+00,5.686181395478453027e+00,6.302792112105342959e+00,5.445323974841666193e+00,6.830797395462855803e+00,6.948091004222447076e+00,6.762200583390841402e+00,7.220411376094864053e+00,5.857873793691873665e+00,6.481932907786280396e+00,5.903479992770526152e+00,7.943970152855283295e+00,5.471308357831626168e+00,5.328629466726728658e+00,5.459345691839918580e+00,6.084049933127226417e+00,7.602676699148831929e+00,6.509102419967567776e+00,7.099080941215632379e+00,5.609147419248692756e+00
4.805783729864002041e+00,5.424585897169520443e+00,5.525895477741133988e+00,4.667916346307415587e+00,4.497031351819001266e+00,3.445524939933545916e+00,3.039145290010751399e+00,3.685881089559260193e+00,5.319668536891605015e+00,5.243296079269074816e+00,8.553720534368384421e+00,5.857224268196087991e+00,6.843357583328566918e+00,4.822875962623967894e+00,4.818128589665378492e+00,3.182040199329742691e+00,6.007927085593973260e+00,4.670663774894224574e+00,3.514461845636367876e+00,4.136868672903730726e+00
3.853964335455761780e+00,3.561419660013377175e+00,3.696892110769395057e+00,3.537150558470758099e+00,2.759849158249991774e+00,2.847495320723386403e+00,3.057026697749516408e+00,2.827157919237361039e+00,3.379486149558769803e+00,3.760265201486894693e+00,4.092168284418399971e+00,2.169665012382143932e+00,2.504830704414776843e+00,3.998984042663375593e+00,3.903582023700170822e+00,2.596710548280029229e+00,3.076781210639765174e+00,3.090845766085967394e+00,3.802740015445079003e+00,3.148635214262657023e+00
3.302741647998031826e+00,6.957877083924723038e+00,3.530715536764094775e+00,8.429231898608072981e+00,5.678853758625336035e+00,5.192648556841815477e+00,5.237064104848568213e+00,4.193739516496472142e+00,3.738261703542119285e+00,6.422269483386988220e+00,1.002219020907370250e+01,5.515632701460781995e+00,9.430919606771547947e+00,8.031149582371300610e+00,7.760068624485988664e+00,5.652126811577101506e+00,3.059947510392807768e+00,4.428029021840526269e+00,6.803749126720901153e+00,6.777151494449587865e+00
2.379082751448983402e+00,1.272761488345200975e+00,1.661800031103296993e+00,1.576000017741678638e+00,6.607610182892567074e-01,0.000000000000000000e+00,1.966035449605295082e-01,3.546177932983696213e-01,1.706328027004569314e+00,1.269917722535603088e+00,2.534785848386851281e+00,5.414334726107613571e-01,2.517800642849407744e+00,1.614317013016669078e+00,2.207775780508080654e+00,8.958575056178550433e-01,2.529953410081544174e+00,1.517765932311120114e+00,1.183061482083540783e+00,1.141659940487460778e+00
