"","AUROC","AUPR","AUROC0","AUPR0"
"1",0.524197948884662,0.0105608386171088,0.578374886075949,0.0148971216579534
"2",0.512268979725704,0.0145259756301437,0.56387524050632,0.018528364790185
"3",0.526144725476613,0.0109972584821212,0.568953518987342,0.014452062493107
"4",0.456879870395852,0.0130161665102091,0.531752506329113,0.0182067986044809
"5",0.491677230932439,0.018698208668767,0.538239999999988,0.0221608407069498
"6",0.523980466522332,0.0105400715851833,0.575892253164554,0.0146795395468593
"7",0.485707276147863,0.0138629652593738,0.536288405063289,0.0175170031552732
"8",0.463751457292489,0.0125801042437017,0.540256405063289,0.0178142665389549
"9",0.503497211088145,0.0100577230444441,0.549703291139238,0.0133568014191905
"10",0.508894200351605,0.0106214323178848,0.554146835443049,0.0138717650957085
"11",0.532223112001418,0.0201580248996351,0.571959898734164,0.02332375952945
"12",0.530597475198434,0.010640466602617,0.573681012658227,0.0140122621496785
"13",0.515328707319242,0.010413599229286,0.556612455696211,0.0179634655303014
"14",0.494716419767229,0.0139265254257057,0.547093063291143,0.0177174501420305
"15",0.509698404689601,0.0145586790173344,0.557405974683547,0.0182778383108939
"16",0.502163589340157,0.010258109143007,0.54727817721519,0.0135622200172856
"17",0.514630446500576,0.0182985235641426,0.565639696202524,0.0224311943665274
"18",0.516381550762588,0.0107762184521383,0.553768101265817,0.0136187266103565
"19",0.538295375938574,0.0157506979098412,0.575179746835431,0.0186649307349414
"20",0.498164498625016,0.00952503993848497,0.549597569620246,0.0132024924454237
"21",0.486957007168911,0.00972958293052639,0.533092455696206,0.0129459566021022
"22",0.550337342851009,0.0158844826203555,0.598785620253153,0.0203237329376922
"23",0.562005998170719,0.0114687513663188,0.602625620253164,0.0150202771658052
"24",0.48841898927256,0.00967977152260713,0.537047493670883,0.0131160014766434
"25",0.497886772756814,0.0103166324409851,0.540104506329115,0.0132962264905978
"26",0.517527113740428,0.0105527321773233,0.55887756962025,0.0136242440366758
"27",0.486006233987524,0.0097304370123612,0.537613367088596,0.013341870610307
"28",0.533475788944202,0.0199372333963508,0.580717772151885,0.0237216462051952
"29",0.545591140621724,0.0116799924664583,0.582621164556969,0.014734641165381
"30",0.501512196713563,0.00982762872964904,0.554955341772157,0.0137248755651886
"31",0.497902027678393,0.00992685676856708,0.545832911392409,0.0132460552653968
"32",0.51156148022234,0.0105389031043936,0.564217924050624,0.014294239969777
"33",0.493923806245505,0.00986567827134266,0.54693630379748,0.0136686104848227
"34",0.508559188551118,0.0192069655785985,0.555028253164551,0.0226859739475733
"35",0.544036356203137,0.0110869326440994,0.58206420253164,0.0142243230358607
"36",0.502669183056568,0.0136880495744693,0.568147848101262,0.0186636623963463
"37",0.520485614667095,0.0103803410939729,0.566241215189876,0.0138395619023557
"38",0.51194395480573,0.0185870127777259,0.564535493670888,0.0226909954628609
"39",0.531923931528041,0.0105417455365102,0.578608607594944,0.0142937793333759
"40",0.509093319830583,0.0098840028819922,0.564236151898726,0.0139449530529334
"41",0.493419181890928,0.00950552359995327,0.548004455696201,0.0132915053346112
"42",0.512409561037003,0.00973677248200056,0.572946632911396,0.0141954202316685
"43",0.524979223492664,0.0148783102012402,0.578296303797458,0.0192469162500459
"44",0.530205982793206,0.0110580838881726,0.570359088607589,0.0142155922748159
"45",0.493462484400325,0.0135073097299891,0.558042329113917,0.0227488933105735
"46",0.533023429425398,0.0110947118256197,0.586720810126579,0.0154764717563425
