3.687825959607690329e+00,3.283496844063193087e+00,3.675708855636083516e+00,2.488961815995773375e+00,4.865767195248453802e+00,3.595742715149725210e+00,1.517770177244407659e+00,5.019197503909360591e-01,4.134121691704280899e+00,5.866297719609756989e+00,9.103433452626993327e-01,9.690698718857877481e-01,2.595774119429667959e+00,3.501464002490905614e+00,3.582168290387077292e+00,4.051186239757331720e+00,7.052691050453006039e-01,3.593104396222362329e+00,4.485069611439804760e+00,2.787574085755816444e+00,4.369343012054070385e+00,3.844411329145832390e+00,4.679189958392704796e+00,8.550131371956789517e-01,4.133795403074539188e+00,3.785086066104502045e+00,1.834907472864970801e+00,2.913276180681375838e+00,1.558157279069769974e+00,3.819185954489068724e+00
5.178847484832590276e+00,3.441931630260437469e+00,8.227527894838765121e+00,3.709777991829943389e+00,3.286371417702824260e+00,8.121105050547715365e+00,3.464341695801020471e+00,4.520563436914227573e+00,5.624551806119224118e+00,5.360227600951960270e+00,4.215615692890918531e+00,3.988909995399175124e+00,3.559382958474743841e+00,3.325349169533662774e+00,7.246643019778493233e+00,3.093852409356873334e+00,3.229612954019952298e+00,3.634762497950854154e+00,3.093304287544499154e+00,5.341990912732134333e+00,6.814016598126115376e+00,8.495544039076554199e+00,3.030355114833122698e+00,4.483270677967992057e+00,7.514346285422478289e+00,8.109868212026727363e+00,4.080995574936265413e+00,3.214490514821409128e+00,2.188825001576098828e+00,3.597816003166916410e+00
3.283254741394695309e+00,5.467199195579051541e+00,3.762672676861481325e+00,4.825616434523378295e+00,4.426299673989232630e+00,4.107127011845387976e+00,7.305613786486493844e+00,4.037028663541167184e+00,2.950051723913507118e+00,2.376804006951176440e+00,3.762391373064774225e+00,4.471707330160703542e+00,4.758496804341865172e+00,5.546087128697305246e+00,3.739194721728740678e+00,2.996461483030450790e+00,6.838473667902523090e+00,3.359958953741891907e+00,4.367024957725480938e+00,3.941566870574940484e+00,3.487347767791174835e+00,3.588332348127140747e+00,4.621330848350347686e+00,4.400764680497971426e+00,2.910635881883648857e+00,3.613796011080235182e+00,2.878450300315045229e+00,4.912108886681362030e+00,7.252818502150341295e+00,5.256899588391754641e+00
9.495644673196036445e-01,5.348442352740576666e-01,1.032043533442768446e+00,1.027543906781095862e+00,4.387721693577173454e-01,9.960071661206540972e-01,2.962903065353382215e-01,8.156006564555727811e-01,5.022434007864912120e-01,2.021363772851263896e+00,8.760783812073714705e-01,7.787792672589419762e-01,1.202289803269828150e+00,7.758984371976873629e-01,5.955148686778732880e-01,4.207991449678585849e-01,5.232348681085755571e-01,5.949022859864548929e-01,7.383252419098971231e-01,7.279378863172369929e-01,7.862517823711125953e-01,9.732161954331315368e-01,1.067137632626080190e+00,1.619116772256914139e-01,1.163950618276407667e+00,7.189312990341044651e-01,7.579368356642568472e-01,1.364629259482597057e+00,1.093766454941176719e-01,9.505735197192798358e-01
1.253225657442593510e+00,2.288322334173486627e+00,9.582868162046523919e-01,2.882151479061419330e+00,2.119399126393381128e+00,1.126271402218289808e+00,2.349362513007305253e+00,2.544469776422283225e+00,1.593902145981151319e+00,2.669815899063324949e+00,2.311230282693273796e+00,2.749392067805669360e+00,2.697708777911608014e+00,2.777172352824475166e+00,1.264319503955287693e+00,1.930566433744154820e+00,2.883078530314911347e+00,1.645973202650987677e+00,2.102332247036618806e+00,2.376225181220491756e+00,8.188064900707472393e-01,1.097502270747545916e+00,2.343597200910813250e+00,2.561385036970552864e+00,1.622850881400128564e+00,1.184574085051044445e+00,2.858362968956609240e+00,2.767471837662259126e+00,1.569156003694387902e+00,2.778965053303880328e+00
4.166401492503820414e+00,1.587922664306562481e+00,2.079147352563452955e+00,6.024186900393608823e+00,1.985445505815853773e+00,2.386304952413681679e+00,4.213933107266283784e+00,4.035077402729102758e+00,2.934666854785912715e+00,2.141228977998185456e+00,4.521309672536441226e+00,3.988028468730604903e+00,6.053453563812102090e+00,1.582420132157536852e+00,2.088094747875031132e+00,2.558770705011544244e+00,3.266965064159419452e+00,2.843167426966300759e+00,2.087112103338456315e+00,3.035268583210342541e+00,2.508274738081213595e+00,2.120296501358865715e+00,2.193677837119231366e+00,4.810992154396040554e+00,2.646542249805722502e+00,1.734966950263404417e+00,5.331109455169907640e+00,6.042561794862237434e+00,4.201278061282400778e+00,2.081050429904886201e+00
5.907484523164775680e+00,5.574226201543716286e+00,2.496830962060994530e+00,5.484871487511025379e+00,6.686174465234866027e+00,3.000894852299090587e+00,6.566808815357861207e+00,6.101532869764049849e+00,4.467698618488913809e+00,3.468474010548978193e+00,5.805350805613545440e+00,5.163528266008352574e+00,5.838769845795235724e+00,5.515328429322335246e+00,2.541388212463810525e+00,6.824737093024221934e+00,8.333221033542555389e+00,6.897489809678275741e+00,6.532830266486222115e+00,4.175476392988845653e+00,2.777582751198258038e+00,2.423439477819431254e+00,6.828475677229051577e+00,7.260140226724017154e+00,3.569976889163380296e+00,2.557721730400399185e+00,7.115612096716700918e+00,6.043598443300532530e+00,6.224195041856088295e+00,6.169696672849734220e+00
3.385612681684957437e+00,7.482439780328834722e+00,4.374512906241355914e+00,5.458986683692221398e+00,7.286060388589036485e+00,3.961676156019995787e+00,7.338443417838309557e+00,3.906645727291055525e+00,2.681757941187787875e+00,4.150386520261728052e+00,4.378633124991802461e+00,4.033085211883811638e+00,5.144360829990414885e+00,7.352863391871419907e+00,4.548594129574277112e+00,7.560336659104484269e+00,5.969158414784454081e+00,6.951704556658104828e+00,7.384604601765971665e+00,3.618766985641474587e+00,4.845709452355617231e+00,4.196067078390314897e+00,7.163345904002456521e+00,4.750334521187162373e+00,5.723609472522436015e+00,4.580611001309636166e+00,4.200338732734462788e+00,4.503004290845801449e+00,6.962901288211395645e+00,6.834999844537612113e+00
3.387367526133620466e+00,5.921224392362741895e+00,2.609421130784975951e+00,5.331129853404955377e+00,5.364021609573953242e+00,2.198666063398171833e+00,6.398182522572524178e+00,1.879453077281357576e+00,5.007320760356345879e+00,1.974147300256647863e+00,3.453296215977587291e+00,1.444910613955187717e+00,5.359936064544128520e+00,5.872204711764916318e+00,1.980583717140680378e+00,5.669291340263900025e+00,4.900020743535534962e+00,5.246330871521639239e+00,5.593449924082635860e+00,3.769051958816452164e+00,3.135749950460845703e+00,2.384964854720522887e+00,5.182752554966553404e+00,4.157266340285345585e+00,2.973428060084244873e+00,2.723641042646515853e+00,4.376704011780581105e+00,5.399485752708859110e+00,5.919326273021219720e+00,4.369246527918595469e+00
3.926324672191294329e+00,2.162160767746786227e+00,2.226630282022300289e+00,3.363414526972255292e+00,3.240864971824826135e+00,2.106622881388842572e+00,2.373749069179031945e+00,4.571170450294978593e+00,2.482356372679384915e+00,2.693007449102266637e+00,4.867899467224955146e+00,4.633903530535071091e+00,3.420405530075059541e+00,2.035645625408257331e+00,2.154732953575401844e+00,2.961035683299297006e+00,2.583012128664931684e+00,2.569945923898066198e+00,3.343906948829398651e+00,2.747021123768838002e+00,2.358751677613216025e+00,2.010698342960387297e+00,3.067088533673653306e+00,5.772383605398055728e+00,3.237673854897284542e+00,2.383795925830765494e+00,3.224625922326900707e+00,2.703624580375405095e+00,2.098575260274801568e+00,2.939412497841639826e+00
