4.881007814760241814e+00,2.030573573251499564e+00,3.436409348750875559e+00,1.827946887072088078e+00,1.423134493184522675e+00,2.578042698078551798e+00,1.998991620833119320e+00,1.970563735159814200e+00,3.669293598664686407e+00,1.438366269225989758e+00
2.373073286974658025e+00,4.278748843288481041e+00,1.885607324353606895e+00,4.127709203881972044e+00,3.407656329557964714e+00,1.850146157017624970e+00,4.501575527139109134e+00,2.990454776181083574e+00,2.041949523194292127e+00,3.640611178365678047e+00
3.028056494157559619e+00,3.343440127096733328e+00,4.145481258159710691e+00,2.869007953009035994e+00,2.466112221376371760e+00,3.461448444503341104e+00,3.462051435245603770e+00,1.822065264313327493e+00,4.217103055362652064e+00,2.722896533162949773e+00
5.405052061871074010e-01,2.442924029877526326e+00,6.401153018681462470e-01,2.371739805759315090e+00,2.314102551329185520e+00,8.066685611384405430e-01,2.696943582488331437e+00,2.149138648341186730e+00,6.915323899736517399e-01,2.274686131462033245e+00
1.002152695232226165e+00,1.530576337659075747e+00,1.990633467607385576e+00,1.305130377791253515e+00,1.739701111185194327e+00,2.454113879214383953e+00,1.765367091876764993e+00,1.457490157535916930e+00,2.174275491356441492e+00,1.505159151041777665e+00
6.760573626656071866e+00,4.199281760229275129e+00,6.836118921690527372e+00,4.381707310092072483e+00,4.228832594457179184e+00,6.488889736269459974e+00,3.223769375320725494e+00,4.762381698150480069e+00,6.720504219478094399e+00,4.129184758609911299e+00
5.066878555218553792e+00,4.193616515328559835e+00,4.532964977379406513e+00,3.962162038674941211e+00,3.775959697552043082e+00,4.193576841117917731e+00,4.084515806649753777e+00,3.931308157449077800e+00,4.646886248625048843e+00,3.742392940654279965e+00
4.874215441844682140e+00,3.753798189276454700e+00,4.025298301983067262e+00,3.874300039150460506e+00,3.229689966650823418e+00,3.720591713866410633e+00,4.022111937140440574e+00,3.049589329320967046e+00,3.724774953533225297e+00,3.411656043610753031e+00
5.727000243172808425e+00,3.243319869343114448e+00,3.322475211671577888e+00,3.438433046035346496e+00,4.249710882949889523e+00,3.233999835856347538e+00,3.114034077280336987e+00,4.506293781659924669e+00,3.293711129523536840e+00,3.805033143744537938e+00
5.348377239314972442e+00,4.089268381055656931e+00,4.922242626679625310e+00,4.130040233886812295e+00,3.924025910504094661e+00,5.734550450837200053e+00,3.811289181040892871e+00,4.129023715617422319e+00,4.811137064259498608e+00,3.660893750061047225e+00
3.128099742189013988e+00,2.636472013078122512e+00,2.401585163025662606e+00,2.489343329238389746e+00,2.687324636933633215e+00,2.934630294369516612e+00,2.101334870264760735e+00,2.118913191933703644e+00,2.420998667285745309e+00,2.329518011163604019e+00
7.027064201090532869e+00,7.285784496140162325e+00,6.471167947829772338e+00,6.082875681426342496e+00,6.176011160570327618e+00,7.406022835415917882e+00,6.962226429345285794e+00,6.267738431873747018e+00,6.372381579674152086e+00,6.373508109001885913e+00
6.056213345410323079e+00,2.983079082155591699e+00,3.766501265932221010e+00,3.583247813560948014e+00,4.392017824395784586e+00,4.483196214998589113e+00,2.748125751815492457e+00,4.279826953926304078e+00,4.302718587032473785e+00,4.074753157188395036e+00
3.973296123980667449e+00,4.609002854413144057e+00,4.835743994977065974e+00,5.118937382339534103e+00,5.742451071318892097e+00,5.593334389447737642e+00,4.588441182720144340e+00,5.287407645072945250e+00,4.878478798705432773e+00,5.368730147252943397e+00
2.094548722122203888e+00,1.443843146818186041e+00,3.123915829658462151e+00,1.489614511177524081e+00,1.684861214885616354e+00,2.154825546108574574e+00,1.290736763103442541e+00,1.831097856783937106e+00,3.343217837684769211e+00,1.693403009109559987e+00
3.582132552084906330e+00,3.792478077805268022e+00,3.969723912189568438e+00,3.972914322244845309e+00,4.277107204373110427e+00,3.214820540357765655e+00,4.136415612482142734e+00,3.503085651001488277e+00,4.456935091058053189e+00,4.219884602243180183e+00
4.991738039095782398e+00,2.216832428372496278e+00,3.177674489604845220e+00,1.861850635677943844e+00,1.903930495921820176e+00,4.483404612797786015e+00,2.938174951728844686e+00,2.661391095003778240e+00,3.273880431776837074e+00,2.013267998932260383e+00
4.465642161090525031e-01,1.429403637813317363e-01,8.950188829617672717e-03,1.614537356882775332e-01,3.753697215080969984e-02,2.020453125309091824e-01,3.051730271981101250e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.008372616088572649e+00,2.813672371980473486e+00,4.509064213352729666e+00,2.851706207188134723e+00,2.657306699012882412e+00,3.304440299909022993e+00,4.030364271558753764e+00,2.412624993425661390e+00,4.393873066475804556e+00,2.538751030134684950e+00
5.072376170703568832e+00,6.463706733392514003e+00,7.659183970029966204e+00,6.645718706649410557e+00,6.933952426809122827e+00,9.116173302038131254e+00,6.515740240379348513e+00,7.635592767888555343e+00,8.065781401512429838e+00,6.607643504533021073e+00
