"","AUROC","AUPR","AUROC0","AUPR0"
"1",0.415749632424777,0.0113425008171921,0.35633343600186,0.00969994630886296
"2",0.387789609543694,0.00923424514345858,0.349312522839082,0.0107964125353951
"3",0.411223008862027,0.0111945233595088,0.352495910049033,0.00986119689005694
"4",0.399993682706663,0.0166722650964102,0.381301073921898,0.0483449909347859
"5",0.397126484401546,0.0076100814548936,0.353072853072853,0.0086
"6",0.416748718290142,0.0111590877926806,0.36484120655614,0.0101557211954818
"7",0.404623696731147,0.00818189049697785,0.397387216928366,0.0116833472072486
"8",0.374461103632092,0.00872373429248239,0.335578983086791,0.00939545144794481
"9",0.403396210087164,0.00934901347018981,0.386611060691477,0.0110611307037516
"10",0.393678368394306,0.00897156559353399,0.358513679052675,0.01
"11",0.406161777460689,0.0104039295959622,0.345855233935446,0.00903172615138559
"12",0.420250204222938,0.0122052609716246,0.323170731707317,0.008
"13",0.395711965907977,0.00972456646854057,0.348874656215393,0.0094605929826051
"14",0.417055015233306,0.0116516302598594,0.369812305177963,0.00976083953517789
"15",0.438216332351521,0.0120118382891013,0.397267258205758,0.0112701776787965
"16",0.368927502309504,0.00864485227201848,0.308224755700326,0.0084
"17",0.414047460202377,0.00999230619211728,0.411560493090187,0.0133758528709764
"18",0.397029424310149,0.00943204871381619,0.390372021216882,0.0117580158822958
"19",0.405965737210925,0.0106091076613445,0.368625170542252,0.0103896845034064
"20",0.385322604033835,0.00855403889517971,0.370708535731065,0.0111692562719994
"21",0.394036125134238,0.00881147369146195,0.363685573615294,0.0100236517478518
"22",0.432161735644397,0.00884260457898209,0.40219410690308,0.00938585440613027
"23",0.404168369431957,0.0044,0.422847438196786,0.0114590890730014
